Institution,City,State,Zip,Instituion URL,Cost of Attendance,In-state Tuition,Out-of-State Tuition,Average Faculty Salary,Student Spending Ratio
Manchester Community College,Manchester,CT,06040,www.manchestercc.edu/,12217.0,4476.0,13428.0,8157.0,1.8788955713504647
Naugatuck Valley Community College,Waterbury,CT,06708-3089,https://nv.edu/,11363.0,4516.0,13468.0,9370.0,2.1535790598290596
Middlesex Community College,Middletown,CT,06457-4829,www.mxcc.edu/,10129.0,4476.0,13428.0,8268.0,1.9516567083107008
Mitchell College,New London,CT,06320,www.mitchell.edu/,47450.0,34050.0,34050.0,7021.0,0.1773286937901499
Three Rivers Community College,Norwich,CT,06360,https://www.threerivers.edu/,12276.0,4556.0,13508.0,7851.0,2.3671437461107656
University of New Haven,West Haven,CT,06516-1916,www.newhaven.edu/,56527.0,40440.0,40440.0,10718.0,0.48947393660384597
Norwalk Community College,Norwalk,CT,06854,https://norwalk.edu/,13271.0,4546.0,13498.0,8494.0,1.8418781725888325
Northwestern Connecticut Community College,Winsted,CT,06098,www.nwcc.commnet.edu/,11858.0,4506.0,13458.0,9154.0,3.467969598262758
Paier College of Art Inc,Hamden,CT,06514-3902,www.paier.edu/,22320.0,17570.0,17570.0,4677.0,0.424502663332971
Post University,Waterbury,CT,06723,www.post.edu/,28930.0,16610.0,16610.0,6381.0,0.184063556988909
Quinebaug Valley Community College,Danielson,CT,06239-1436,https://qvcc.edu/,14781.0,4506.0,13458.0,7783.0,2.854922279792746
Quinnipiac University,Hamden,CT,06518,www.qu.edu/,64618.0,49280.0,49280.0,11210.0,0.595312250439227
Sacred Heart University,Fairfield,CT,06825-1000,https://www.sacredheart.edu/,59679.0,43070.0,43070.0,9270.0,0.4221935483870968
University of Saint Joseph,West Hartford,CT,06117,https://www.usj.edu/,47812.0,40286.0,40286.0,8873.0,0.5778168855196065
Gateway Community College,New Haven,CT,06510,www.gatewayct.edu/,12027.0,4496.0,13448.0,8197.0,2.2805320435308345
Southern Connecticut State University,New Haven,CT,06515-1355,www.southernct.edu/,24698.0,11446.0,24406.0,9144.0,1.2003429293385073
Trinity College,Hartford,CT,06106-3100,https://www.trincoll.edu/,74042.0,59050.0,59050.0,10860.0,0.896566551997883
Tunxis Community College,Farmington,CT,06032-3187,www.tunxis.edu/,12848.0,4556.0,13508.0,8345.0,1.9079851930195664
United States Coast Guard Academy,New London,CT,06320-4195,https://www.uscga.edu/,42743.5,30945.0,35421.0,11017.0,inf
Wesleyan University,Middletown,CT,06459,www.wesleyan.edu/,72639.0,57334.0,57334.0,12670.0,0.9011733437054323
Western Connecticut State University,Danbury,CT,06810-6826,www.wcsu.edu/,23153.0,11344.0,24304.0,9389.0,1.3471097990667555
Yale University,New Haven,CT,06520,https://www.yale.edu/,73900.0,55500.0,55500.0,19830.0,3.162632625994695
Delaware Technical Community College-Terry,Dover,DE,19901,https://www.dtcc.edu/,13295.0,4945.0,11808.0,7297.0,1.609278350515464
Delaware State University,Dover,DE,19901,www.desu.edu/,22297.0,8258.0,17294.0,8238.0,1.604143947655398
University of Delaware,Newark,DE,19716,www.udel.edu/,26960.0,14280.0,35710.0,13175.0,1.075934519863328
Goldey-Beacom College,Wilmington,DE,19808,www.gbc.edu/,38041.0,24780.0,24780.0,8268.0,0.4257907542579075
Wesley College,Dover,DE,19901-3875,www.wesley.edu/,40474.0,26756.0,26756.0,6985.0,0.5774480712166172
Wilmington University,New Castle,DE,19720,www.wilmu.edu/,18123.0,11480.0,11480.0,7566.0,0.421099116781158
American University,Washington,DC,20016-8001,www.american.edu/,66022.0,49889.0,49889.0,12164.0,0.5067890369625345
The Catholic University of America,Washington,DC,20064,https://www.catholic.edu/,63639.0,47746.0,47746.0,10213.0,0.8521640883017556
University of the District of Columbia,Washington,DC,20008,www.udc.edu/,22452.0,6020.0,12704.0,8621.0,1.242948435434112
Pontifical Faculty of the Immaculate Conception at the Dominican House of Studies,Washington,DC,20017-1585,www.dhs.edu/,30268.0,11529.0,14871.0,4681.0,1.7041429231480056
Gallaudet University,Washington,DC,20002-3695,www.gallaudet.edu/,38084.0,17038.0,17038.0,10151.0,2.9510071179766775
George Washington University,Washington,DC,20052,https://www.gwu.edu/,71702.0,56935.0,56935.0,14691.0,0.7210792991880838
Georgetown University,Washington,DC,20057-0001,www.georgetown.edu/,73840.0,56058.0,56058.0,15798.0,0.8106041229730421
Howard University,Washington,DC,20059,www.howard.edu/,44651.0,27206.0,27206.0,9761.0,1.532360810294305
Strayer University-District of Columbia,Washington,DC,20005,www.strayer.edu/campus-locations/district-columbia/washington,28149.0,13515.0,13515.0,8690.5,0.20033559495148465
Trinity Washington University,Washington,DC,20017-1094,www.trinitydc.edu/,31616.0,24630.0,24630.0,7620.0,0.534580535819047
Wesley Theological Seminary,Washington,DC,20016-5690,www.wesleyseminary.edu/,24938.0,18165.0,18165.0,9379.0,2.298989898989899
The Baptist College of Florida,Graceville,FL,32440,www.baptistcollege.edu/,18260.0,11700.0,11700.0,4820.0,0.8799549549549549
Barry University,Miami,FL,33161-6695,www.barry.edu/,43741.0,30014.0,30014.0,8242.0,0.6483191957273012
Bethune-Cookman University,Daytona Beach,FL,32114-3099,www.cookman.edu/,28618.0,14814.0,14814.0,6395.0,0.7421850496602196
Lynn University,Boca Raton,FL,33431-5598,www.lynn.edu/,54854.0,38930.0,38930.0,5502.0,0.4464965727341965
Eastern Florida State College,Cocoa,FL,32922,www.easternflorida.edu/,9520.0,2496.0,9739.0,6188.0,2.4132278123233464
Broward College,Fort Lauderdale,FL,33301,www.broward.edu/,18469.0,2830.0,8952.0,6782.0,1.808945334069575
Albizu University-Miami,Miami,FL,33172-2209,https://www.albizu.edu/,25500.0,12444.0,12444.0,5193.0,0.3104862331575864
College of Central Florida,Ocala,FL,34474,www.cf.edu/,11657.0,2710.0,10517.0,5982.0,3.336053412462908
Johnson University Florida,Kissimmee,FL,34744,johnsonu.edu/,26345.0,16710.0,16710.0,5504.0,0.5784327821711
University of Central Florida,Orlando,FL,32816,www.ucf.edu/,21402.0,6368.0,22467.0,10697.0,1.4337466098411469
Chipola College,Marianna,FL,32446-2053,www.chipola.edu/,8978.0,3120.0,8950.0,5726.0,5.755583126550868
Daytona State College,Daytona Beach,FL,32114,www.daytonastate.edu/,12836.0,3106.0,11994.0,6917.0,2.5527005768222337
South University-West Palm Beach,Royal Palm Beach,FL,33411,"www.southuniversity.edu/west-palm-beach#location=West Palm Beach, FL",28960.0,17014.0,17014.0,6559.0,0.49117936260049744
Eckerd College,Saint Petersburg,FL,33711-4700,https://www.eckerd.edu/,61499.0,46096.0,46096.0,8051.0,0.589534131349078
Florida SouthWestern State College,Fort Myers,FL,33919,www.fsw.edu/,13958.0,3401.0,12979.0,6244.0,2.5495945102932
Edward Waters College,Jacksonville,FL,32209,www.ewc.edu/,24539.0,14878.0,14878.0,4538.0,0.5339059674502713
Embry-Riddle Aeronautical University-Daytona Beach,Daytona Beach,FL,32114-3900,daytonabeach.erau.edu/,53250.0,36868.0,36868.0,9876.0,0.5027662067170008
Florida Agricultural and Mechanical University,Tallahassee,FL,32307,www.famu.edu/,23029.0,5785.0,17725.0,8277.0,1.854427549194991
Florida Atlantic University,Boca Raton,FL,33431-0991,www.fau.edu/,20693.0,4879.0,17324.0,9670.0,1.4982040229885059
Florida State College at Jacksonville,Jacksonville,FL,32202,www.fscj.edu/,9133.0,2878.0,9992.0,6306.0,1.7616899097621002
Flagler College,Saint Augustine,FL,32084,https://www.flagler.edu/,34495.0,19500.0,19500.0,7223.0,0.5325850832729906
Florida College,Temple Terrace,FL,33617,www.floridacollege.edu/,29673.0,17300.0,17300.0,7253.0,0.6265986058510347
Concorde Career Institute-Jacksonville,Jacksonville,FL,32256-6905,https://www.concorde.edu/campus/jacksonville-florida,28425.5,16185.0,16185.0,5632.0,0.42785660941000747
Concorde Career Institute-Miramar,Miramar,FL,33025,https://www.concorde.edu/campus/miramar-florida?SourceID=GOBRND&opti_ca=184111063&opti_ag=12068405503&opti_ad=229977911707&opti_key=kwd-11641010364&gc,27178.0,15070.0,15070.0,5931.0,0.43593200029955814
Concorde Career Institute-Tampa,Tampa,FL,33607-4127,https://www.concorde.edu/campus/tampa-florida,25930.5,13955.0,13955.0,4102.0,0.38098678032218447
AdventHealth University,Orlando,FL,32803,www.ahu.edu/,24683.0,12840.0,12840.0,7944.0,0.6203937102388669
Florida Institute of Technology,Melbourne,FL,32901-6975,www.fit.edu/,58726.0,42470.0,42470.0,9821.0,0.5470780581873061
Florida International University,Miami,FL,33199,www.fiu.edu/,19409.0,6565.0,18963.0,10701.0,1.1892503044007654
The College of the Florida Keys,Key West,FL,33040,https://www.cfk.edu/,16220.0,3276.0,13162.0,5552.0,2.9859375
Florida Memorial University,Miami Gardens,FL,33054-6199,www.fmuniv.edu/,27460.0,16236.0,16236.0,7575.0,0.45298122241340616
Florida Career College-Miami,Miami,FL,33174,https://www.floridacareercollege.edu/,39301.5,26938.0,26938.0,4062.0,0.35087233453337024
Florida Southern College,Lakeland,FL,33801-5698,www.flsouthern.edu/,51143.0,37640.0,37640.0,8426.0,0.5605651969981238
Florida State University,Tallahassee,FL,32306-1037,https://www.fsu.edu/,22026.0,5656.0,18786.0,10962.0,2.090423572744015
Florida Technical College,Orlando,FL,32826,www.ftccollege.edu,19667.0,14025.0,14025.0,4050.0,0.25493841505926096
University of Florida,Gainesville,FL,32611,www.ufl.edu/,21151.0,6381.0,28659.0,11831.0,2.188042172694515
Full Sail University,Winter Park,FL,32792-7429,www.fullsail.edu/,35148.0,24513.0,24513.0,4730.0,0.2917323869610936
Gulf Coast State College,Panama City,FL,32401,https://www.gulfcoast.edu/default.htm,8950.0,2370.0,8633.0,5345.0,6.38400576368876
Hillsborough Community College,Tampa,FL,33606-3584,https://www.hccfl.edu/,9847.0,2506.0,9111.0,6712.0,1.728585178055823
Hobe Sound Bible College,Hobe Sound,FL,33455-1065,www.hsbc.edu/,15748.0,6940.0,6940.0,1846.0,1.747857573928787
Indian River State College,Fort Pierce,FL,34981-5596,www.irsc.edu/,6525.0,2764.0,10201.0,6984.0,3.362796833773087
AI Miami International University of Art and Design,Miami,FL,33132-1418,www.artinstitutes.edu/miami/,28627.0,19354.0,19354.0,5241.0,0.26730021047260666
Jacksonville University,Jacksonville,FL,32211-3394,https://www.ju.edu/index.php,53794.0,38140.0,38140.0,7862.0,0.7445510623714873
Keiser University-Ft Lauderdale,Fort Lauderdale,FL,33309,www.keiseruniversity.edu/,37274.0,21008.0,21008.0,5555.0,0.35305763308402993
Florida Gateway College,Lake City,FL,32025-2007,https://www.fgc.edu/,9248.0,3100.0,11747.0,5846.0,3.0290344361917625
Lake-Sumter State College,Leesburg,FL,34788-8751,www.lssc.edu/,9678.0,3232.0,13336.0,5370.0,1.5458015267175573
Luther Rice College & Seminary,Lithonia,GA,30038-9869,www.lutherrice.edu/,13235.5,8000.0,8000.0,5445.0,0.39757292362502783
State College of Florida-Manatee-Sarasota,Bradenton,FL,34207,www.scf.edu/,16793.0,3074.0,11606.0,6753.0,1.7417072091994692
Trinity International University-Florida,Miami,FL,33186,florida.tiu.edu/,26757.0,13920.0,13920.0,7029.0,0.41212496133622023
Miami Dade College,Miami,FL,33132-2204,www.mdc.edu/,11320.0,2838.0,9661.0,7551.0,2.3952164009111616
University of Miami,Coral Gables,FL,33146,www.miami.edu/,67249.0,51930.0,51930.0,12817.0,0.9093708207632258
North Florida College,Madison,FL,32340,https://www.nfc.edu/,9424.0,3054.0,11400.0,5218.0,5.686407766990291
University of North Florida,Jacksonville,FL,32224-7699,https://www.unf.edu/,19627.0,6389.0,20793.0,7953.0,1.3005191693290734
Nova Southeastern University,Fort Lauderdale,FL,33314-7796,www.nova.edu/,48294.0,32110.0,32110.0,9848.0,0.5840450973693201
Northwest Florida State College,Niceville,FL,32578-1295,https://www.nwfsc.edu/,12381.0,3133.0,11940.0,5673.0,2.457627118644068
Palm Beach Atlantic University,West Palm Beach,FL,33401,www.pba.edu/,48254.0,32500.0,32500.0,7811.0,0.6081485919712403
Palm Beach State College,Lake Worth,FL,33461-4796,www.palmbeachstate.edu/,9372.0,2444.0,8732.0,6136.0,2.284548104956268
Pasco-Hernando State College,New Port Richey,FL,34654-5199,https://www.phsc.edu/,10676.0,3155.0,12032.0,5914.0,2.2840390879478827
Pensacola State College,Pensacola,FL,32504-8998,www.pensacolastate.edu/,9082.0,2364.0,9471.0,5248.0,2.2300695559122525
Polk State College,Winter Haven,FL,33881-4299,www.polk.edu/,14000.0,3366.0,12272.0,6270.0,2.1970387243735763
Saint Vincent de Paul Regional Seminary,Boynton Beach,FL,33436-4899,www.svdp.edu/,40662.5,25668.0,30121.0,6457.0,1.1495750708215298
Ringling College of Art and Design,Sarasota,FL,34234-5895,https://www.ringling.edu/,67325.0,47970.0,47970.0,8715.0,0.5172667542706965
Rollins College,Winter Park,FL,32789-4499,www.rollins.edu/,66157.0,51700.0,51700.0,9229.0,0.6332082551594747
Saint Leo University,Saint Leo,FL,33574-6665,www.saintleo.edu/,38182.0,23750.0,23750.0,8358.0,0.3919378762760667
St Petersburg College,Clearwater,FL,33760-2822,www.spcollege.edu/,12006.0,2682.0,9286.0,6793.0,1.9747979077508322
Santa Fe College,Gainesville,FL,32606-6210,www.sfcollege.edu/,14091.0,2563.0,9189.0,5969.0,1.6540212443095599
Seminole State College of Florida,Sanford,FL,32773-6199,https://www.seminolestate.edu/,12943.0,3131.0,11456.0,6698.0,1.9811046511627908
St. John Vianney College Seminary,Miami,FL,33165-3244,www.sjvcs.edu/,37200.0,23100.0,23100.0,4185.0,0.6552895892223491
Saint Johns River State College,Palatka,FL,32177,www.sjrstate.edu/,11486.0,2830.0,10347.0,5008.0,1.930824008138352
South Florida State College,Avon Park,FL,33825-9356,www.southflorida.edu/,9879.0,3165.0,11859.0,5538.0,5.72029702970297
University of South Florida,Tampa,FL,33620-9951,www.usf.edu/,21282.0,6410.0,17324.0,10284.0,1.640563202024996
St. Thomas University,Miami Gardens,FL,33054-6459,www.stu.edu/,43839.0,32000.0,32000.0,9657.0,0.5036376115305422
Stetson University,DeLand,FL,32723,www.stetson.edu/,61050.0,47630.0,47630.0,10197.0,0.6499715718199204
Southeastern University,Lakeland,FL,33801-6034,www.seu.edu/,37388.0,26620.0,26620.0,7007.0,0.37269155206286836
Tallahassee Community College,Tallahassee,FL,32304-2895,www.tcc.fl.edu/,8543.0,2026.0,8062.0,6126.0,2.7362637362637363
Talmudic College of Florida,Miami Beach,FL,33140-3854,www.talmudicu.edu/,26650.0,13250.0,13250.0,2943.0,6.084879797553775
Altierus Career College-Tampa,Tampa,FL,33614-5801,https://www.altierus.edu/,27151.0,15100.0,15100.0,4499.0,1.0242677824267783
The University of Tampa,Tampa,FL,33606-1490,https://www.ut.edu/,44706.0,29992.0,29992.0,9487.0,0.36911051212938006
Trinity Baptist College,Jacksonville,FL,32221,www.tbc.edu/,22274.0,13130.0,13130.0,3354.0,0.26158793524062984
Trinity College of Florida,Trinity,FL,34655-4401,trinitycollege.edu/,25276.0,16300.0,16300.0,4222.0,0.4848540820096047
Valencia College,Orlando,FL,32835,valenciacollege.edu/,10823.0,2474.0,9383.0,6662.0,1.6512068149550403
Warner University,Lake Wales,FL,33859-8797,www.warner.edu/academics/undergraduate_programs/admissions/criteria-for-admission/,33230.0,22850.0,22850.0,5452.0,0.2973727422003284
Webber International University,Babson Park,FL,33827-0096,www.webber.edu/,41122.0,27674.0,27674.0,4615.0,0.24144702061777812
Rasmussen University-Florida,Ocala,FL,34474-6226,https://rasmussen.edu/,23389.0,10935.0,10935.0,6479.0,0.20807203730503296
The University of West Florida,Pensacola,FL,32514-5750,uwf.edu/,16649.0,6360.0,19241.0,8793.0,1.1392798391518917
Abraham Baldwin Agricultural College,Tifton,GA,31793-2601,https://www.abac.edu/,12745.0,3565.0,10471.0,5728.0,1.7468134414831982
Agnes Scott College,Decatur,GA,30030-3770,www.agnesscott.edu/,54064.0,42690.0,42690.0,9178.0,1.3964064713337807
Interactive College of Technology-Chamblee,Chamblee,GA,30341,www.ict.edu/,19316.0,10250.0,10250.0,3516.0,0.1741255144032922
Interactive College of Technology-Morrow,Morrow,GA,30260,ict.edu/,19041.0,10130.0,10130.0,3494.0,0.1705039446143938
Albany Technical College,Albany,GA,31701,www.albanytech.edu/,8260.0,2996.0,5396.0,4374.0,1.9905906952430736
Albany State University,Albany,GA,31705,https://www.asurams.edu/,18820.0,5934.0,16656.0,5954.0,1.7993197278911566
Andrew College,Cuthbert,GA,39840-5550,www.andrewcollege.edu/,32878.0,18258.0,18258.0,5037.0,1.1229235880398671
The Art Institute of Atlanta,Atlanta,GA,30328-1635,www.artinstitutes.edu/atlanta,30695.0,19354.0,19354.0,5270.0,0.24639350224269607
Atlanta Technical College,Atlanta,GA,30310-4446,https://www.atlantatech.edu/,9025.0,3084.0,5484.0,4372.0,3.1032798325191906
Point University,West Point,GA,31833,point.edu/,29952.0,21185.0,21185.0,5972.0,0.5261690925983277
Atlanta Metropolitan State College,Atlanta,GA,30310-4448,www.atlm.edu/,10716.0,3505.0,10131.0,5098.0,1.9251637043966323
Atlanta's John Marshall Law School,Atlanta,GA,30309,www.johnmarshall.edu/,24435.0,13324.5,16637.5,8281.0,0.23067402575681553
Clark Atlanta University,Atlanta,GA,30314-4391,www.cau.edu/,38154.0,23144.0,23144.0,7813.0,0.46425505122774885
Augusta Technical College,Augusta,GA,30906,www.augustatech.edu/,17442.0,3232.0,5632.0,5256.0,3.541457286432161
Berry College,Mount Berry,GA,30149,https://www.berry.edu/,51464.0,37246.0,37246.0,8463.0,1.0148771457421744
Beulah Heights University,Atlanta,GA,30316,www.beulah.edu/,15092.0,10150.0,10150.0,4424.0,0.4311510138202361
Brenau University,Gainesville,GA,30501-3668,www.brenau.edu/,42587.0,31084.0,31084.0,7185.0,0.5118869013271783
Brewton-Parker College,Mount Vernon,GA,30445,www.bpc.edu/,31425.0,18500.0,18500.0,4799.0,0.3726228209191759
College of Coastal Georgia,Brunswick,GA,31520-3644,www.ccga.edu/,18173.0,3933.0,10839.0,6230.0,2.2545595653861077
West Georgia Technical College,Waco,GA,30182,https://www.westgatech.edu/,9779.0,3052.0,5452.0,4389.0,1.8143939393939394
Clayton  State University,Morrow,GA,30260-0285,www.clayton.edu/,17676.0,5538.0,16260.0,6592.0,1.3102237823606846
Columbia Theological Seminary,Decatur,GA,30030-4118,www.ctsnet.edu/,15360.0,4290.0,10851.0,6620.0,4.869443667878111
Columbus Technical College,Columbus,GA,31904-6572,www.columbustech.edu/,13044.0,3042.0,5442.0,4511.0,2.4146730462519934
Columbus State University,Columbus,GA,31907-5645,www.columbusstate.edu/,19213.0,6241.0,17295.0,6979.0,1.3042576941476638
Georgia Northwestern Technical College,Rome,GA,30161,www.gntc.edu/,10489.0,3062.0,5462.0,4913.0,2.201172755976545
Covenant College,Lookout Mountain,GA,30750-4164,www.covenant.edu/,47200.0,35640.0,35640.0,7541.0,0.6266948286434557
Dalton State College,Dalton,GA,30720-3797,https://www.daltonstate.edu/index.cms,12512.0,3683.0,10589.0,5891.0,1.8525210084033614
South University-Savannah,Savannah,GA,31406,"www.southuniversity.edu/savannah#location=Savannah, GA",27322.0,17014.0,17014.0,8854.0,0.5729357508370712
East Georgia State College,Swainsboro,GA,30401,www.ega.edu/,14319.0,3136.0,9488.0,5120.0,2.5201149425287355
Emmanuel College,Franklin Springs,GA,30639,www.ec.edu/,30649.0,20712.0,20712.0,5045.0,0.44522661523625845
Emory University,Atlanta,GA,30322,www.emory.edu/,69502.0,53804.0,53804.0,14417.0,1.6672779575692198
Georgia Highlands College,Rome,GA,30161-3897,www.highlands.edu/,11409.0,3344.0,9696.0,5072.0,1.1567602873938603
Fort Valley State University,Fort Valley,GA,31030-4313,www.fvsu.edu/,21082.0,5772.0,16494.0,6063.0,1.4936334024281908
Georgia Institute of Technology-Main Campus,Atlanta,GA,30332-0530,www.gatech.edu/,28454.0,12682.0,33794.0,13062.0,0.9855218333849489
Georgia Southwestern State University,Americus,GA,31709-4693,https://gsw.edu/,18450.0,5500.0,16222.0,6349.0,1.5050418365157692
Georgia College & State University,Milledgeville,GA,31061,www.gcsu.edu/,28467.0,9526.0,28710.0,7023.0,0.7821564775222466
Georgia Southern University,Statesboro,GA,30460-8126,www.georgiasouthern.edu/,22171.0,6463.0,17518.0,7122.0,1.1813352222418985
Georgia State University,Atlanta,GA,30303-3083,www.gsu.edu/,23636.0,9286.0,24517.0,9224.0,0.9456578263130525
University of Georgia,Athens,GA,30602,www.uga.edu/,26530.0,12080.0,31120.0,11574.0,0.8560625590788004
Gordon State College,Barnesville,GA,30204,https://www.gordonstate.edu/,15062.0,4084.0,11946.0,5565.0,2.47379679144385
Southern Crescent Technical College,Griffin,GA,30223-2042,www.sctech.edu/,14518.0,3126.0,5526.0,4889.0,1.804920913884007
Gupton Jones College of Funeral Service,Decatur,GA,30035-4022,www.gupton-jones.edu/,20894.0,11700.0,11700.0,3361.0,0.22073578595317725
Gwinnett College-Lilburn,Lilburn,GA,30047-3447,www.gwinnettcollege.edu/,27472.0,9925.0,9925.0,1560.0,0.3856655290102389
Gwinnett Technical College,Lawrenceville,GA,30043-5702,https://www.gwinnetttech.edu/,16998.0,3236.0,5636.0,5253.0,1.637913741223671
Interdenominational Theological Center,Atlanta,GA,30314-4143,www.itc.edu/,30543.0,17388.0,18588.0,5358.0,0.617737278960664
LaGrange College,Lagrange,GA,30240-2999,www.lagrange.edu/,44088.0,31540.0,31540.0,6607.0,0.7881019091679156
Lanier Technical College,Gainesville,GA,30507,www.laniertech.edu/,9893.0,3666.0,6666.0,5044.0,1.3057218895542249
Life University,Marietta,GA,30060,www.life.edu/,38038.0,13101.0,13101.0,7081.0,0.27286452852633025
Chattahoochee Technical College,Marietta,GA,30060,www.chattahoocheetech.edu/,8975.0,3120.0,5520.0,4726.0,1.244359707658087
Herzing University-Atlanta,Atlanta,GA,30303,https://www.herzing.edu/,29515.0,14200.0,14200.0,6415.0,0.21179666278618547
Mercer University,Macon,GA,31207,https://www.mercer.edu/,51923.0,37808.0,37808.0,8727.0,0.6668640327268812
Morehouse College,Atlanta,GA,30314,www.morehouse.edu/,48406.0,28847.0,28847.0,6142.0,0.7875327466917444
Morehouse School of Medicine,Atlanta,GA,30310,www.msm.edu/,29701.5,15924.5,17124.5,5210.0,4.051052631578948
North Georgia Technical College,Clarkesville,GA,30523,https://northgatech.edu/,10997.0,3002.0,5402.0,4278.0,2.4156913740788903
Oglethorpe University,Atlanta,GA,30319-2797,oglethorpe.edu/,53219.0,39580.0,39580.0,6811.0,0.4472641365645481
Paine College,Augusta,GA,30901-3182,www.paine.edu/,26657.0,16096.0,16096.0,4753.0,0.762438322368421
Piedmont University,Demorest,GA,30535-0010,https://www.piedmont.edu/,39881.0,26692.0,26692.0,7058.0,0.6198755901971071
Reinhardt University,Waleska,GA,30183-2981,www.reinhardt.edu/,38567.0,24300.0,24300.0,6161.0,0.6611438585311454
Savannah Technical College,Savannah,GA,31405-5594,www.savannahtech.edu/,12002.0,3022.0,5422.0,4620.0,1.3629343629343629
Savannah College of Art and Design,Savannah,GA,31402-3146,www.scad.edu/,56930.0,38075.0,38075.0,9331.0,0.3166968489677653
Savannah State University,Savannah,GA,31404-5310,www.savannahstate.edu/,16833.0,5743.0,16204.0,6259.0,1.9254071661237786
Shorter University,Rome,GA,30165,https://www.shorter.edu/,34208.0,22370.0,22370.0,5678.0,0.5501873397751923
South Georgia Technical College,Americus,GA,31709,www.southgatech.edu/,9479.0,3662.0,6662.0,4367.0,2.581385979049154
Spelman College,Atlanta,GA,30314-4399,www.spelman.edu/,52826.0,29972.0,29972.0,8685.0,0.7809478270109447
Thomas University,Thomasville,GA,31792,www.thomasu.edu/,27806.0,16940.0,16940.0,5002.0,0.5102204869085898
Toccoa Falls College,Toccoa Falls,GA,30598,https://tfc.edu/,36771.0,23184.0,23184.0,5731.0,0.4824984912492456
Truett McConnell University,Cleveland,GA,30528,https://truett.edu/,32004.0,21122.0,21122.0,4238.0,0.4411369740376007
Wiregrass Georgia Technical College,Valdosta,GA,31602-0929,https://www.wiregrass.edu/,8686.0,3152.0,5552.0,4040.0,1.819767441860465
Valdosta State University,Valdosta,GA,31698,www.valdosta.edu/,20972.0,6583.0,17638.0,6735.0,1.1400732844770154
Wesleyan College,Macon,GA,31210-4462,https://www.wesleyancollege.edu/,33844.0,23970.0,23970.0,6575.0,1.1730639730639731
University of West Georgia,Carrollton,GA,30118-0001,www.westga.edu/,22875.0,6395.0,17450.0,6644.0,1.103836468671308
Young Harris College,Young Harris,GA,30582,www.yhc.edu/,42914.0,29367.0,29367.0,5687.0,1.0032486367327997
Chaminade University of Honolulu,Honolulu,HI,96816-1578,https://www.chaminade.edu/,36765.0,26134.0,26134.0,8420.0,0.5798678585308978
University of Hawaii at Hilo,Hilo,HI,96720-4091,https://hilo.hawaii.edu/,21400.0,7792.0,20752.0,10186.0,2.220990099009901
University of Hawaii at Manoa,Honolulu,HI,96822-2217,https://manoa.hawaii.edu/,23636.0,12186.0,34218.0,12363.0,2.175708070673888
Hawaii Pacific University,Honolulu,HI,96813,https://www.hpu.edu/,42786.0,27500.0,27500.0,8586.0,0.41468331746653975
Honolulu Community College,Honolulu,HI,96817-4505,https://www.honolulu.hawaii.edu/,13350.0,3174.0,8310.0,8420.0,4.326563507414571
Kapiolani Community College,Honolulu,HI,96816-4421,https://www.kapiolani.hawaii.edu/,11444.0,3284.0,8420.0,8941.0,2.8295481151955046
Kauai Community College,Lihue,HI,96766-9500,https://www.kauai.hawaii.edu/,15847.0,3252.0,8388.0,8661.0,6.810543004359889
Leeward Community College,Pearl City,HI,96782-3366,www.leeward.hawaii.edu/,12650.0,3209.0,8345.0,8569.0,2.5789634146341465
University of Hawaii Maui College,Kahului,HI,96732-1617,maui.hawaii.edu/,15693.0,3278.0,8414.0,8674.0,6.100842865743528
University of Hawaii-West Oahu,Kapolei,HI,96707-4507,https://westoahu.hawaii.edu/,18199.0,7584.0,20544.0,9730.0,2.556633119853614
Windward Community College,Kaneohe,HI,96744-3528,https://windward.hawaii.edu/,15087.0,3194.0,8330.0,8051.0,4.549217391304348
Carrington College-Boise,Boise,ID,83704-8742,https://carrington.edu/,21128.5,8057.0,10625.0,5642.0,0.4810600990496587
Boise Bible College,Boise,ID,83714-1220,https://boisebible.edu/,27170.0,12920.0,12920.0,4623.0,0.9830789910650747
Boise State University,Boise,ID,83725,https://www.boisestate.edu/,20745.0,8068.0,24988.0,8285.0,0.9108831908831909
College of Eastern Idaho,Idaho Falls,ID,83404-5788,www.cei.edu/,14164.0,3126.0,6222.0,5920.0,2.6800554016620497
Idaho State University,Pocatello,ID,83209,www.isu.edu/,20022.0,7872.0,24168.0,7692.0,1.6358609794628751
University of Idaho,Moscow,ID,83844-2282,www.uidaho.edu/,21126.0,8304.0,27540.0,9701.0,1.3181551116333725
The College of Idaho,Caldwell,ID,83605-4432,www.collegeofidaho.edu/,43349.0,31755.0,31755.0,7189.0,1.0749737118822291
Lewis-Clark State College,Lewiston,ID,83501-2698,www.lcsc.edu/,16389.0,6982.0,19978.0,6490.0,1.8433219178082192
North Idaho College,Coeur d'Alene,ID,83814-2199,www.nic.edu/,11610.0,3396.0,8736.0,6632.0,3.1595238095238094
Northwest Nazarene University,Nampa,ID,83686-5897,www.nnu.edu/,40315.0,31050.0,31050.0,6277.0,0.6068869426751592
Brigham Young University-Idaho,Rexburg,ID,83460-1690,www.byui.edu/,11968.0,4208.0,4208.0,8625.0,1.5192307692307692
College of Southern Idaho,Twin Falls,ID,83301,www.csi.edu/,11830.0,3360.0,6840.0,5993.0,2.152967194987099
